Transaction_ID,Order_Date,Delivery_Date,Company_Name,Industry,Country,Region,Customer_Segment,Sales_Rep,Channel,Product_Name,Unit_Price,Quantity,Discount_Pct,Revenue,COGS,Gross_Profit,Tax_Rate,Tax_Amount,Net_Profit,Revenue_Target,Payment_Method,Transaction_Status,Priority,Units_Returned,Customer_Satisfaction,Rating,Repeat_Customer,Contract_Length_Months,Notes
TXN-103238,2024-08-11,2024-09-21,PrimeSolutions,Healthcare,UAE,Latin America,Mid-Market,James Teller,Partner,Cloud Subscription,12415.87,225,0.16,2346599.43,1630738.5,715860.93,0.07,164261.96,551598.97,237477.97,Credit Card,Pending,Critical,29,Neutral,3.6,No,13,Follow-up required
TXN-103866,2024-09-03,2024-09-20,AlphaVentures,Finance,Brazil,Europe,SMB,Sofia Andrade,,Support Contract,5126.28,249,0.33,855217.29,489763.4,365453.89,0.16,136834.77,228619.12,303702.96,Bank Transfer,Refunded,Medium,24,Very Satisfied,3.6,Yes,12,Bulk order
TXN-104885,2022-05-15,2022-06-21,BetaGroup,Retail,Japan,North America,Government,James Teller,Partner,Custom Development,14939.61,302,0.35,2932645.44,1555984.92,1376660.52,0.15,439896.82,936763.7,71278.69,Invoice Net 30,pending,High,13,Dissatisfied,5.0,No,10,Follow-up required
TXN-101888,2023-03-15,2023-03-20,AlphaVentures,Technology,United States,Asia Pacific,Startup,Carlos Rivera,Social Media,Training Package,12651.41,402,0.31,3509248.11,2399278.49,1109969.62,0.14,491294.74,618674.88,261977.87,PayPal,Processing,Critical,0,Dissatisfied,1.1,Yes,4,Negotiated price
TXN-100926,2025-02-23,2025-04-03,Orion Inc,Real Estate,Japan,Europe,Enterprise,Carlos Rivera,Social Media,Integration Module,14707.03,219,0.37,-2029128.93,1074510.92,954618.01,0.18,365243.21,589374.8,445364.1,Check,Pending,Low,4,Very Satisfied,4.2,No,23,VIP client
TXN-100298,2020-08-26,2020-10-18,  Acme Corp  ,Retail,Germany,Europe,SMB,Priya Nair,Partner,Consulting Service,2011.92,9,0.19,14666.9,6732.85,7934.05,0.14,2053.37,5880.68,409434.16,Bank Transfer,Pending,High,1,Dissatisfied,3.8,Yes,12,Urgent delivery
TXN-101020,2024-06-23,2024-08-03,Nexus Co,E-Commerce,United Kingdom,Middle East,Startup,Sofia Andrade,Direct Sales,Support Contract,4873.66,12,0.34,38599.39,22112.83,16486.56,0.19,7333.88,9152.68,73804.46,Check,Pending,Medium,0,Very Satisfied,1.2,Yes,30,Renewal
TXN-104487,2026-08-25,2022-09-28,Nexus Co,Healthcare,Canada,Middle East,startup,Sofia Andrade,Referral,Support Contract,6560.57,265,0.16,1460382.88,564866.82,895516.06,0.06,87622.97,807893.09,168978.92,Bank Transfer,Completed,Critical,0,Very Satisfied,4.7,No,27,Negotiated price
TXN-102339,2023-11-03,2023-11-27,  Acme Corp  ,Consulting,Germany,Middle East,Government,Sofia Andrade,Direct Sales,Cloud Subscription,11108.57,282,0.13,2725376.56,1117682.04,1607694.52,0.2,545075.31,1062619.21,49038.67,Cash,Cancelled,Low,22,Neutral,1.4,No,26,Standard order
TXN-104538,2021-04-04,2021-04-08,Nexus Co,E-Commerce,Australia,Europe,SMB,Priya Nair,Partner,Custom Development,2958.37,328,0.07,902421.18,322426.18,579995.0,0.08,72193.69,507801.31,134076.6,Check,Completed,Low,5,Satisfied,2.1,No,34,VIP client
TXN-103819,2020-06-21,2020-06-28,Acme Corp,E-Commerce,Japan,Middle East,Mid-Market,Sofia Andrade,Trade Show,Hardware,14306.63,142,0.28,1462709.85,939463.92,523245.93,0.14,204779.38,318466.55,364022.29,Cash,Processing,High,,Satisfied,1.1,Yes,4,Urgent delivery
TXN-104587,2022-12-19,2022-12-27,Vertex Partners,E-Commerce,United Kingdom,Africa,Government,Maria Santos,Direct Sales,Support Contract,8356.2,288,0.31,1660544.06,911990.61,748553.45,0.13,215870.73,532682.72,238335.52,Cash,Pending,High,18,Very Satisfied,2.8,Yes,17,Bulk order
TXN-101892,2025-05-27,2025-06-21,NovaBiz,Manufacturing,Australia,North America,Government,Priya Nair,Online,Integration Module,1539.62,262,0.1,363042.4,164234.38,198808.02,0.14,50825.94,147982.08,212613.08,Invoice Net 60,Completed,High,23,Satisfied,3.4,No,33,VIP client
TXN-103047,2024-05-31,2024-07-22,GlobalTech,Healthcare,Canada,North America,SMB,Priya Nair,Referral,Support Contract,7550.38,296,0.18,1832628.23,952982.95,879645.28,0.09,164936.54,714708.74,388275.38,Cash,Processing,Low,31,Very Dissatisfied,4.1,No,6,Follow-up required
TXN-100150,2020-07-17,2020-07-19,AlphaVentures,Retail,,Latin America,SMB,Aisha Bello,Referral,Training Package,3143.95,327,0.12,904703.05,342590.81,562112.24,0.26,235222.79,326889.45,157634.93,Bank Transfer,Refunded,High,25,Neutral,3.0,No,31,Escalated
TXN-100756,06/06/2022,2022-07-23,Vertex Partners,Real Estate,Brazil,Africa,Enterprise,James Teller,Partner,Training Package,8993.43,355,0.1,2873400.88,1980270.21,893130.67,0.21,603414.18,289716.49,152577.95,Check,Processing,Critical,38,Very Satisfied,4.4,No,22,Urgent delivery
TXN-104309,2025-01-28,2025-03-20,NovaBiz,Real Estate,Singapore,Africa,Mid-Market,Sofia Andrade,Trade Show,Custom Development,1777.22,393,0.03,677494.04,305716.59,371777.45,0.11,74524.34,297253.11,357361.87,Bank Transfer,Pending,High,4,Dissatisfied,3.8,No,3,Urgent delivery
TXN-102683,2025-04-05,2025-05-21,Vertex Partners,Helthcare,Japan,Africa,Startup,Aisha Bello,Cold Outreach,Software License,11070.74,256,0.29,2012217.7,1349005.07,663212.63,0.07,140855.24,522357.39,119715.71,Credit Card,Pending,Medium,21,Very Dissatisfied,4.3,Yes,29,Follow-up required
TXN-101129,2024-03-28,2024-03-19,GlobalTech,Finance,United Kingdom,Europe,Government,Sofia Andrade,Partner,Maintenance Plan,7490.94,468,0.22,2734492.74,1636946.58,1097546.16,0.06,164069.56,933476.6,497716.45,Invoice Net 60,Refunded,High,59,Neutral,3.3,No,36,None
TXN-101405,2021-05-09,2021-05-25,NovaBiz,Manufacturing,Australia,Latin America,Mid-Market,Lucas Müller,Online,Hardware,840.22,429,0.18,295572.59,173298.8,122273.79,0.25,73893.15,48380.64,457227.27,Invoice Net 60,Completed,Medium,62,Very Satisfied,3.1,Yes,5,None
TXN-101126,2020-01-03,2020-01-21,PrimeSolutions,Logistics,United States,Asia Pacific,SMB,Aisha Bello,Social Media,Analytics Suite,1429.43,372,0.3,372223.57,165189.77,207033.8,0.2,74444.71,132589.09,62331.9,Bank Transfer,Pending,Medium,23,Very Satisfied,3.8,No,7,Negotiated price
TXN-101224,2023-08-14,2023-09-09,GlobalTech,Consulting,United States,Latin America,Government,Maria Santos,Direct Sales,Cloud Subscription,10021.08,265,0.39,1619907.58,810593.36,809314.22,0.2,323981.52,485332.7,307588.81,Cash,Refunded,High,16,,1.1,Yes,30,Standard order
TXN-102978,2024-12-26,2025-01-16,Vertex Partners,Consulting,Philippines,Africa,Government,Sofia Andrade,Direct Sales,Consulting Service,7336.71,316,0.05,2202480.34,823950.74,1378529.6,0.21,462520.87,916008.73,215283.46,PayPal,Cancelled,Critical,24,Neutral,1.7,No,33,Standard order
TXN-100376,2020-08-01,2020-09-14,AlphaVentures,Real Estate,United Kingdom,Latin America,Enterprise,Aisha Bello,Cold Outreach,Software License,8315.96,17,0.33,94718.78,53154.04,41564.74,0.06,5683.13,35881.61,103504.37,Bank Transfer,Cancelled,Critical,1,Dissatisfied,1.8,Yes,19,Urgent delivery
TXN-104821,2020-08-23,2020-08-30,BetaGroup,Technology,Brazil,North America,Mid-Market,Priya Nair,Partner,Hardware,14641.34,272,0.12,3504551.14,2348490.15,1156060.99,0.22,771001.25,385059.74,89905.58,,Completed,High,14,Dissatisfied,2.3,No,28,VIP client
TXN-101094,2024-12-29,2025-01-11,BetaGroup,E-Commerce,Germany,Asia Pacific,SMB,Maria Santos,Online,Consulting Service,6263.46,232,0.18,1191560.63,667183.53,524377.1,0.14,166818.49,357558.61,210666.5,Bank Transfer,Pending,Low,27,Very Dissatisfied,1.0,Yes,5,Urgent delivery
TXN-100896,2023-06-22,2023-08-01,NovaBiz,Consulting,Singapore,Africa,Mid-Market,Priya Nair,Online,Integration Module,3814.7,182,0.07,645676.12,297927.1,347749.02,0.27,174332.55,173416.47,383337.46,Check,Pending,Medium,15,Very Satisfied,1.7,No,7,Negotiated price
TXN-104985,2024-08-10,2024-10-07,BetaGroup,FMCG,Singapore,Europe,Enterprise,Sofia Andrade,Referral,Hardware,10721.14,413,0.01,4383552.51,2419386.94,1964165.57,0.07,306848.68,1657316.89,94985.99,Invoice Net 60,Refunded,Critical,24,,1.6,Yes,24,Negotiated price
TXN-100378,2022-07-01,2022-07-06,GlobalTech,Manufacturing,Japan,Asia Pacific,Mid-Market,Lucas Müller,Cold Outreach,Consulting Service,12377.51,310,0.32,2609179.11,1393431.52,1215747.59,0.28,730570.15,485177.44,440223.5,,Pending,Medium,29,Very Dissatisfied,3.3,No,30,Escalated
TXN-103537,2023-11-07,2023-11-26,Nexus Co,Technology,Germany,Africa,SMB,Lucas Müller,Direct Sales,Consulting Service,6375.17,490,0.34,2061729.98,877164.0,1184565.98,0.26,536049.79,648516.19,173775.56,Cash,Refunded,Low,19,Very Dissatisfied,4.0,Yes,10,???
TXN-103555,2025-02-21,28-Feb-2025,  Acme Corp  ,FMCG,Brazil,Europe,Enterprise,Carlos Rivera,Cold Outreach,Hardware,12824.04,194,0.28,1791261.91,715991.97,1075269.94,0.17,304514.52,770755.42,148051.65,Check,Completed,High,7,Satisfied,4.9,Yes,6,Renewal
TXN-103767,2024-09-22,2024-09-30,Acme Corp,Logistics,Brazil,Europe,Startup,Priya Nair,Partner,Training Package,12494.07,399,0.21,3938255.8,2334664.36,1603591.44,0.29,1142094.18,461497.26,396549.27,Cash,Processing,Critical,38,Neutral,3.9,Yes,35,Bulk order
TXN-102533,02/25/2025,2025-02-26,GlobalTech,Logistics,Japan,North America,Startup,Lucas Müller,Online,Training Package,11314.71,334,0.28,2720961.46,1380475.19,1340486.27,0.13,353724.99,986761.28,405506.71,Invoice Net 60,Completed,High,31,Dissatisfied,3.9,Yes,9,VIP client
TXN-103958,2022-12-07,2023-01-15,Zenith Ltd,Technology,Brazil,North America,Enterprise,Sofia Andrade,Cold Outreach,Maintenance Plan,6791.81,211,0.12,1261103.28,532767.28,728336.0,0.07,88277.23,640058.77,87214.45,Invoice Net 30,Refunded,Critical,17,Satisfied,3.7,Yes,32,Negotiated price
TXN-104221,2023-04-16,2023-05-30,Acme Corp,Finance,United States,Latin America,SMB,Carlos Rivera,Cold Outreach,Maintenance Plan,13795.96,51,0.25,527695.47,269147.9,258547.57,0.12,63323.46,195224.11,146280.51,Bank Transfer,Pending,Low,2,Very Dissatisfied,3.5,No,6,--
TXN-103902,2020-10-07,2020-10-16,Orion Inc,Logistics,United States,Asia Pacific,Startup,James Teller,Trade Show,Consulting Service,14427.53,317,0.38,2835586.75,1568289.07,1267297.68,0.13,368626.28,898671.4,193569.05,,Pending,Low,31,Dissatisfied,1.1,Yes,23,Negotiated price
TXN-102021,2025-04-28,2025-06-04,GlobalTech,FMCG,,Latin America,Enterprise,Chen Wei,Trade Show,Cloud Subscription,11713.58,228,0.15,2270091.8,1346866.83,923224.97,0.07,158906.43,764318.54,318367.23,Bank Transfer,Pending,Critical,27,Satisfied,4.7,No,3,Negotiated price
TXN-104927,2023-03-28,2023-04-16,AlphaVentures,Logistics,UAE,North America,SMB,Maria Santos,Trade Show,Consulting Service,6774.13,21,0.21,112382.82,50815.37,61567.45,0.05,5619.14,55948.31,161414.48,Credit Card,Completed,High,3,Neutral,1.8,Yes,30,Renewal
TXN-102727,2022-04-18,2022-04-30,Vertex Partners,Finance,Germany,Africa,Government,Carlos Rivera,Direct Sales,Custom Development,12747.18,182,0.39,1415191.92,898682.53,516509.39,0.12,169823.03,346686.36,113104.31,Cash,Completed,Medium,25,Dissatisfied,1.8,Yes,34,Escalated
TXN-104596,04/11/2021,2021-04-28,PrimeSolutions,Consulting,Brazil,Europe,Government,James Teller,Partner,Custom Development,1501.84,262,0.28,283307.1,154918.75,128388.35,0.2,56661.42,71726.93,198337.7,PayPal,Completed,Critical,3,Very Satisfied,4.8,No,22,VIP client
TXN-103142,2022-02-21,2022-02-27,Acme Corp,FMCG,Singapore,Middle East,Government,Lucas Müller,Direct Sales,Software License,4897.62,53,0.0,259573.86,160665.39,98908.47,0.1,25957.39,72951.08,132661.46,Invoice Net 30,Refunded,Critical,2,Neutral,4.2,No,8,Urgent delivery
TXN-100794,2024-10-02,2024-11-14,Acme Corp,Finance,United States,Africa,Mid-Market,James Teller,Social Media,Integration Module,2136.52,110,0.19,-190363.93,100978.53,89385.4,0.25,47590.98,41794.42,272572.42,Invoice Net 60,Completed,,5,Neutral,1.4,No,,VIP client
TXN-104318,2021-10-01,2021-10-24,Zenith Ltd,Real Estate,Japan,Middle East,Mid-Market,Lucas Müller,Cold Outreach,Training Package,12685.34,296,0.11,3341825.97,1823878.68,1517947.29,0.09,300764.34,1217182.95,42794.01,Check,Refunded,Critical,30,Very Dissatisfied,2.1,No,25,Standard order
TXN-100841,2024-05-01,2024-06-17,Nexus Co,FMCG,Australia,North America,Enterprise,Kenji Tanaka,Partner,Custom Development,232.46,354,0.36,52666.14,20617.8,32048.34,0.12,6319.94,25728.4,67397.97,Credit Card,Pending,Low,2,Very Dissatisfied,2.7,Yes,14,None
TXN-101891,2021-06-09,2021-06-14,GlobalTech,Technology,Germany,Europe,SMB,James Teller,Cold Outreach,Analytics Suite,9497.71,351,0.11,2966989.63,2024353.08,942636.55,0.17,504388.24,438248.31,384289.16,Check,Refunded,High,46,Satisfied,4.5,No,25,Negotiated price
TXN-102767,2023-02-04,2023-02-12,GlobalTech,Logistics,Germany,Middle East,SMB,Priya Nair,Referral,Support Contract,14322.41,479,0.36,4390678.01,2098937.27,2291740.74,0.11,482974.58,1808766.16,376257.58,Invoice Net 60,Cancelled,Low,24,Very Dissatisfied,4.2,Yes,25,Negotiated price
TXN-100175,2020-09-09,2020-10-29,Zenith Ltd,FMCG,Japan,Middle East,SMB,Emma Clarke,Online,Consulting Service,13381.73,235,0.26,2327082.85,1593275.93,733806.92,0.08,186166.63,547640.29,251920.18,Credit Card,Refunded,Low,33,Very Dissatisfied,3.2,No,4,Renewal
TXN-101073,2022-11-15,04-Jan-2023,Vertex Partners,Manufacturing,Australia,Europe,SMB,Kenji Tanaka,Trade Show,Support Contract,3539.05,163,0.33,-386499.65,252593.77,133905.88,0.23,88894.92,45010.96,229054.47,Credit Card,Pending,High,7,,1.8,Yes,27,None
TXN-102805,2024-12-19,2025-02-10,PrimeSolutions,E-Commerce,Australia,North America,Startup,Emma Clarke,Partner,Integration Module,2507.46,104,0.21,206012.91,120199.9,85813.01,0.15,30901.94,54911.07,28598.25,Credit Card,CANCELLED,High,13,Very Dissatisfied,3.3,No,5,Bulk order
TXN-104501,2023-07-18,2023-08-15,NovaBiz,Technology,Japan,North America,SMB,James Teller,Direct Sales,Maintenance Plan,2918.47,127,0.04,355819.86,207232.07,148587.79,0.15,53372.98,95214.81,430066.67,Invoice Net 60,Processing,Critical,19,Very Satisfied,2.7,Yes,11,Escalated
TXN-100045,2023-07-27,2023-08-09,Orion Inc,Technology,UAE,Asia Pacific,SMB,James Teller,Partner,Training Package,9332.32,348,0.3,2273353.15,1406329.84,867023.31,0.22,500137.69,366885.62,72705.72,Invoice Net 30,Refunded,,6,Satisfied,2.2,Yes,3,None
TXN-102820,2022-03-07,2022-03-30,Zenith Ltd,Real Estate,Germany,Asia Pacific,Enterprise,Aisha Bello,Direct Sales,Integration Module,3622.04,24,0.34,57373.11,38564.13,18808.98,0.17,9753.43,9055.55,364113.32,Bank Transfer,Cancelled,Low,0,Very Satisfied,2.4,Yes,36,Escalated
TXN-104307,2020-08-02,2020-09-08,AlphaVentures,Real Estate,United Kingdom,Europe,Government,Chen Wei,Cold Outreach,Cloud Subscription,5555.8,293,0.02,1595292.41,748954.87,846337.54,0.24,382870.18,463467.36,293321.98,Bank Transfer,Processing,Critical,26,Satisfied,3.7,No,12,Renewal
TXN-103781,2021-02-07,2021-04-02,PrimeSolutions,Healthcare,Philippines,North America,Enterprise,Kenji Tanaka,Referral,Hardware,14578.92,374,0.06,5125365.12,1951348.42,3174016.7,0.1,512536.51,2661480.19,334583.06,Invoice Net 60,Refunded,Medium,33,Dissatisfied,4.1,No,12,First purchase
TXN-102899,2022-08-26,2022-09-29,PrimeSolutions,Finance,Canada,Latin America,Startup,Chen Wei,Direct Sales,Hardware,872.62,18701,0.02,48744.55,24892.11,23852.44,0.18,8774.02,15078.42,323486.62,Cash,Cancelled,High,4,Very Satisfied,2.0,Yes,17,Follow-up required
TXN-101569,05/17/2020,2020-06-11,PrimeSolutions,Healthcare,Singapore,Latin America,mid-market,Maria Santos,Online,Integration Module,7743.2,464,0.24,2730562.05,1372497.62,1358064.43,0.22,600723.65,757340.78,47517.54,PayPal,Processing,High,42,Neutral,,No,18,First purchase
TXN-101699,2023-09-23,2023-10-05,GlobalTech,Technology,UAE,Europe,Startup,Sofia Andrade,Trade Show,Support Contract,10170.9,323,0.24,2496752.53,1047951.42,1448801.11,0.11,274642.78,1174158.33,455744.08,Check,Refunded,Critical,34,Dissatisfied,3.9,Yes,4,Renewal
TXN-104066,2025-03-26,2025-05-13,Acme Corp,Manufacturing,Philippines,Asia Pacific,Enterprise,Emma Clarke,Cold Outreach,Training Package,3434.84,448,0.26,-1138718.16,662668.39,476049.77,0.15,170807.72,305242.05,310721.4,Bank Transfer,Processing,High,61,Satisfied,2.8,Yes,32,Renewal
TXN-104435,2021-08-30,2021-10-23,AlphaVentures,Manufacturing,Japan,North America,Government,Carlos Rivera,Partner,Cloud Subscription,12797.71,211,0.26,1998234.44,881592.67,1116641.77,0.29,579487.99,537153.78,243029.49,Bank Transfer,Refunded,Low,2,Very Satisfied,4.7,No,25,Renewal
TXN-101832,2023-02-25,2023-03-11,PrimeSolutions,Healthcare,Canada,North America,Mid-Market,Chen Wei,Partner,Cloud Subscription,6081.58,250,0.06,1429171.3,582616.0,846555.3,0.14,200083.98,646471.32,386751.64,Invoice Net 30,Processing,Critical,6,Dissatisfied,1.2,Yes,32,--
TXN-102473,2023-09-30,2023-11-05,Nexus Co,Consulting,Japan,Middle East,Startup,Priya Nair,Partner,Hardware,14292.54,47,0.16,564269.48,226010.51,338258.97,0.22,124139.29,214119.68,247814.48,PayPal,Cancelled,Critical,3,Dissatisfied,1.4,No,21,Negotiated price
TXN-103181,2025-01-31,2025-02-02,Nexus Co,Finance,United States,North America,Government,Carlos Rivera,Social Media,Hardware,5689.91,62,0.05,335135.7,148207.91,186927.79,0.07,23459.5,163468.29,28100.4,Invoice Net 30,Pending,Low,6,Neutral,2.3,No,19,
TXN-102331,2024-07-30,2024-09-07,  AlphaVentures  ,Technology,Australia,Europe,Enterprise,Maria Santos,Direct Sales,Hardware,6900.82,289,0.22,1555582.84,865464.97,690117.87,0.09,140002.46,550115.41,463255.08,PayPal,Processing,Critical,18,Very Satisfied,2.4,Yes,22,none
TXN-104113,2027-01-05,2023-07-27,Vertex Partners,Real Estate,United Kingdom,Europe,SMB,Maria Santos,Online,Analytics Suite,14697.13,413,0.18,4977330.05,2451770.77,2525559.28,0.11,547506.31,1978052.97,95802.99,Bank Transfer,Cancelled,Critical,17,Neutral,4.9,Yes,33,VIP client
TXN-100283,2025-04-29,2025-05-13,Vertex Partners,Technology,Japan,Latin America,SMB,Lucas Müller,Online,Training Package,2034.04,152,0.1,278256.67,194677.57,83579.1,0.05,13912.83,69666.27,336172.63,Invoice Net 30,Refunded,High,5,Very Satisfied,4.4,No,30,First purchase
TXN-103922,2021-10-04,2021-10-14,Vertex Partners,Logistics,United Kingdom,Middle East,Enterprise,Priya Nair,Online,Software License,3613.49,289,0.24,793666.94,543153.01,250513.93,0.1,79366.69,171147.24,324574.79,PayPal,Processing,Low,31,Satisfied,2.6,No,9,Negotiated price
TXN-101786,2021-05-17,2021-06-06,BetaGroup,FMCG,Brazil,Middle East,Enterprise,Emma Clarke,Online,Software License,13273.46,19,0.21,199234.63,95462.79,103771.84,0.21,41839.27,61932.57,463126.94,Check,Processing,Critical,0,Neutral,3.1,true,31,Follow-up required
TXN-101338,2021-03-11,2021-03-16,NovaBiz,Consulting,Canada,Africa,Startup,Emma Clarke,Partner,Software License,375.63,54,0.11,18052.78,11419.0,6633.78,0.24,4332.67,2301.11,197914.12,Check,Cancelled,High,5,Satisfied,1.5,Yes,31,Escalated
TXN-101665,2022-08-10,2022-09-20,Acme Corp,Technology,UAE,Europe,Government,Maria Santos,Social Media,Integration Module,925.81,367,0.28,244636.03,124340.82,120295.21,0.08,19570.88,100724.33,74612.64,Invoice Net 30,Pending,Low,11,Very Dissatisfied,4.4,Yes,3,VIP client
TXN-101831,2021-11-18,2021-12-24,Zenith Ltd,Manufacturing,UAE,Asia Pacific,Government,Priya Nair,Partner,Support Contract,4547.99,486,0.26,1635639.12,908607.91,727031.21,0.08,130851.13,596180.08,241391.06,Invoice Net 30,Cancelled,High,51,Satisfied,4.7,No,3,Standard order
TXN-101293,2022-08-02,2022-08-12,Acme Corp,Healthcare,,North America,Government,Kenji Tanaka,Partner,Support Contract,7700.45,405,0.18,2557319.45,1044017.45,1513302.0,0.22,562610.28,950691.72,108993.72,Cash,Cancelled,Critical,32,Very Satisfied,2.1,No,22,Renewal
TXN-103127,2023-08-05,2023-08-26,Orion Inc,Finance,UAE,Asia Pacific,Mid-Market,James Teller,Online,Training Package,5789.23,497,0.05,2733384.94,1032858.31,1700526.63,0.06,164003.1,1536523.53,203905.72,Invoice Net 60,Refunded,High,5,Very Dissatisfied,3.5,Yes,10,Urgent delivery
TXN-100390,2022-02-18,2022-03-20,PrimeSolutions,Technology,United States,Middle East,Mid-Market,Sofia Andrade,Referral,Support Contract,4622.42,146,0.15,573642.32,322449.44,251192.88,0.07,40154.96,211037.92,72644.89,Check,Cancelled,Critical,15,Dissatisfied,1.6,No,13,Follow-up required
TXN-102121,2022-11-22,2022-12-31,NovaBiz,Finance,Germany,Europe,Mid-Market,Chen Wei,Direct Sales,Cloud Subscription,11491.67,325,0.39,2278223.58,828406.0,1449817.58,0.15,341733.54,1108084.04,269779.16,Bank Transfer,Completed,High,25,Dissatisfied,4.5,Yes,32,Urgent delivery
TXN-101752,2021-07-24,2021-09-10,NovaBiz,Consulting,Australia,Middle East,Startup,Chen Wei,Social Media,Maintenance Plan,13774.68,33,0.09,413653.64,231759.63,181894.01,0.11,45501.9,136392.11,127297.1,Cash,Pending,Low,1,Neutral,1.2,Yes,24,Standard order
TXN-102614,2020-06-23,2020-08-15,Orion Inc,FMCG,United States,Middle East,Enterprise,Chen Wei,Cold Outreach,Hardware,8433.95,163,0.39,838587.65,471097.82,367489.83,0.27,226418.67,141071.16,476282.04,Bank Transfer,Completed,Medium,0,Dissatisfied,3.0,Yes,35,First purchase
TXN-101747,2021-10-01,2021-11-04,Zenith Ltd,Technology,Australia,Latin America,Government,Maria Santos,Trade Show,Hardware,6433.49,19,0.15,103900.86,72091.63,31809.23,0.15,15585.13,16224.1,26660.94,Check,Cancelled,Low,2,Satisfied,1.7,Yes,4,Renewal
TXN-102759,2022-02-09,2022-03-06,NovaBiz,Manufacturing,Philippines,Latin America,Government,Carlos Rivera,Social Media,Hardware,11908.79,309,0.31,2539073.12,1326761.86,1212311.26,0.23,583986.82,628324.44,455942.32,Bank Transfer,Processing,Critical,11,Dissatisfied,4.1,Yes,20,VIP client
TXN-101292,2023-05-02,2023-06-21,GlobalTech,Retail,United States,Latin America,Government,Sofia Andrade,Referral,Cloud Subscription,12738.21,457,0.38,3609244.42,2296092.87,1313151.55,0.23,830126.22,483025.33,152953.47,Check,Cancelled,Low,61,Neutral,4.3,No,27,First purchase
TXN-104663,2021-05-17,14-Jul-2021,PrimeSolutions,Consulting,United Kingdom,Africa,SMB,James Teller,Cold Outreach,Maintenance Plan,2747.9,37,0.37,64053.55,33984.62,30068.93,0.17,10889.1,19179.83,375682.5,Invoice Net 60,Cancelled,Medium,0,Very Dissatisfied,3.4,No,25,Urgent delivery
TXN-104637,2021-12-19,2022-01-19,Zenith Ltd,Manufacturing,Germany,North America,SMB,James Teller,,Integration Module,500.88,458,0.05,217932.89,120468.78,97464.11,0.1,21793.29,75670.82,395713.94,PayPal,Completed,Medium,38,Very Satisfied,3.3,No,10,Negotiated price
TXN-101732,2024-03-20,2024-04-14,PrimeSolutions,Healthcare,United Kingdom,North America,Startup,Kenji Tanaka,,Software License,3673.22,86,0.35,205333.0,105782.08,99550.92,0.14,28746.62,70804.3,157914.06,PayPal,Refunded,Critical,1,Dissatisfied,2.3,No,36,Escalated
TXN-104614,2024-08-31,2024-10-16,PrimeSolutions,Manufacturing,Brazil,Europe,SMB,Sofia Andrade,Referral,Integration Module,9333.68,264,0.31,1700223.15,805220.24,895002.91,0.1,170022.32,724980.59,146502.43,Cash,Pending,Low,31,Very Dissatisfied,2.6,No,23,Standard order
TXN-103550,2021-06-29,2021-07-07,Acme Corp,Real Estate,Japan,Latin America,SMB,Carlos Rivera,Direct Sales,Integration Module,7881.27,164,0.37,814292.82,367555.34,446737.48,0.2,162858.56,283878.92,34174.18,Bank Transfer,Processing,Medium,12,Satisfied,2.6,FALSE,2,na
TXN-104114,2022-04-16,2022-06-15,Acme Corp,Retail,United Kingdom,Latin America,Government,Lucas Müller,Cold Outreach,Training Package,2696.66,163,0.12,386808.91,165582.78,221226.13,0.13,50285.16,170940.97,393078.46,Credit Card,Cancelled,Low,5,Very Satisfied,3.3,No,9,Negotiated price
TXN-102480,2023-01-30,2023-03-22,Nexus Co,Technology,Brazil,Asia Pacific,Startup,Emma Clarke,Cold Outreach,Analytics Suite,12358.47,124,0.17,1271933.73,703444.99,568488.74,0.23,292544.76,275943.98,135004.33,Bank Transfer,Pending,Critical,16,Neutral,2.4,No,16,First purchase
TXN-100099,2021-12-06,2022-01-17,PrimeSolutions,Manufacturing,,Latin America,Enterprise,Kenji Tanaka,Referral,Support Contract,10086.57,403,0.21,3211261.29,1906551.33,1304709.96,0.15,481689.19,823020.77,153444.8,Cash,Processing,Medium,11,Dissatisfied,2.9,Yes,35,Negotiated price
TXN-101103,2022-04-06,2022-05-03,Zenith Ltd,E-Commerce,Germany,Europe,Government,Chen Wei,Online,Consulting Service,7231.97,53,0.13,-333466.14,146602.75,186863.39,0.23,76697.21,110166.18,285362.95,Invoice Net 60,Pending,Low,0,Very Satisfied,4.9,Yes,7,First purchase
TXN-104701,2021-10-14,2021-10-28,Acme Corp,FMCG,Philippines,Africa,Startup,Aisha Bello,Direct Sales,Support Contract,2409.8,138,0.39,202856.96,91545.21,111311.75,0.14,28399.97,82911.78,378705.72,PayPal,Processing,Medium,3,Satisfied,3.0,No,17,
TXN-101413,2022-03-11,2022-05-04,Zenith Ltd,Consulting,Germany,Europe,SMB,Chen Wei,Cold Outreach,Hardware,11812.22,448,0.14,4551012.12,2562459.9,1988552.22,0.12,546121.45,1442430.77,482847.36,Invoice Net 30,Pending,Low,65,Very Dissatisfied,4.0,No,17,First purchase
TXN-102117,2021-06-23,2021-08-09,PrimeSolutions,Logistics,Australia,Africa,Startup,Chen Wei,Online,Cloud Subscription,11179.4,338,0.12,3325200.74,1587059.59,1738141.15,0.15,498780.11,1239361.04,318582.78,Credit Card,Cancelled,Low,48,Satisfied,4.3,Yes,10,Renewal
